id,title,location,area,baths,beds,garages,house_type,cost,image,status,slug,owner_id,created_at
1473,When Location and Convenience is your priority this flat is for you which is 1170 SQ FT for sale in Dakshin Khan,"Dakshin Khan, Dhaka","1,170",2,2,1,sh,5000000,image/1474.png,0,When Location and Convenience is your priority this flat is for you which is 1170 SQ FT for sale in Dakshin Khan,26,2021-01-15 15:08:13.753592
1474,Amazing Flat Of 1400 Sq Ft Is Ready For Sale In Aftab Nagar,"Block B, Aftab Nagar, Dhaka","1,400",3,3,1,se,980000,image/1475.png,1,Amazing Flat Of 1400 Sq Ft Is Ready For Sale In Aftab Nagar,8,2022-01-15 12:08:13.753592
1475,"8 Katha Large Residential Plot For Sale At Purbachal American City, Rupganj .","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,760",3,3,3,re,9800000,image/1476.png,0,"8 Katha Large Residential Plot For Sale At Purbachal American City, Rupganj .",58,2021-01-15 15:08:13.753592
1476,3 Katha Plot Available For Sale In Purbachal,Dhaka,"2,160",4,4,0,sh,420000,image/1477.png,0,3 Katha Plot Available For Sale In Purbachal,3,2021-01-5 15:08:13.753592
1477,"7.5 Katha Plot Available For Sale In Purbachal, Sector 25","Purbachal, Dhaka","5,400",4,3,3,se,4200000,image/1478.png,1,"7.5 Katha Plot Available For Sale In Purbachal, Sector 25",24,2021-01-5 15:08:13.753592
1478,Amazing Flat Of 1585 Square Feet Is Up For Sale At Shegunbagicha Road,"Shegunbagicha, Dhaka","1,585",4,4,2,se,820300,image/1479.png,0,Amazing Flat Of 1585 Square Feet Is Up For Sale At Shegunbagicha Road,18,2021-01-5 15:08:13.753592
1479,"To Reside, In Badda, The Apartment Is Vacant For Sale","Nurer Chala, Badda, Dhaka","1,050",2,2,2,se,8203000,image/1480.png,0,"To Reside, In Badda, The Apartment Is Vacant For Sale",93,2021-01-15 15:08:13.753592
1480,1050 Sq. Ft. Modern Flat Is Ready For Sale In Badda,"Nurer Chala, Badda, Dhaka","1,050",3,3,3,sh,10000,image/1481.png,1,1050 Sq. Ft. Modern Flat Is Ready For Sale In Badda,26,2021-01-15 15:08:13.753592
1481,10 Katha Plot is available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","7,200",4,4,1,se,100000,image/1482.png,0,10 Katha Plot is available for sale in Purbachal American City,34,2021-01-5 15:08:13.753592
1482,10 Katha nice Plot is available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","7,200",3,3,1,se,630000,image/1483.png,0,10 Katha nice Plot is available for sale in Purbachal American City,56,2021-01-5 15:08:13.753592
1483,10 Katha Plot is available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","7,200",5,5,3,se,6300000,image/1484.png,1,10 Katha Plot is available for sale in Purbachal American City,56,2021-01-5 15:08:13.753592
1484,Beautiful 10 Katha Plot is available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","7,200",3,3,2,se,630000,image/1485.png,1,Beautiful 10 Katha Plot is available for sale in Purbachal American City,19,2021-01-15 15:08:13.753592
1485,Very nice 10 Katha Plot is available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","7,200",4,5,0,re,6300000,image/1486.png,0,Very nice 10 Katha Plot is available for sale in Purbachal American City,11,2022-01-15 12:08:13.753592
1486,Very beautiful 10 Katha Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","7,200",3,3,0,se,10500,image/1487.png,1,Very beautiful 10 Katha Plot is now available for sale in Purbachal American City,76,2021-21-15 15:08:13.753592
1487,10 Katha Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","7,200",3,3,0,re,105000,image/1488.png,1,10 Katha Plot is now available for sale in Purbachal American City,83,2021-21-15 15:08:13.753592
1488,10 Katha fine Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","7,200",4,3,3,se,985000,image/1489.png,0,10 Katha fine Plot is now available for sale in Purbachal American City,22,2021-01-5 15:08:13.753592
1489,10 Katha beautiful Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","7,200",3,3,1,sh,9850000,image/1490.png,1,10 Katha beautiful Plot is now available for sale in Purbachal American City,45,2022-01-15 12:08:13.753592
1490,8 Katha nice Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,760",3,3,0,se,32500,image/1491.png,1,8 Katha nice Plot is now available for sale in Purbachal American City,27,2021-01-15 15:08:13.753592
1491,8 Katha very nice Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,760",3,3,1,re,325000,image/1492.png,0,8 Katha very nice Plot is now available for sale in Purbachal American City,68,2021-01-5 15:08:13.753592
1492,"In Purbachal American City, Rupganj, Grab This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,472",5,4,2,se,10400,image/1493.png,1,"In Purbachal American City, Rupganj, Grab This Plot For Sale.",64,2021-01-5 15:08:13.753592
1493,"In Rupganj, Purbachal American City, Take This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,472",2,3,1,re,104000,image/1494.png,0,"In Rupganj, Purbachal American City, Take This Plot For Sale.",87,2021-21-15 15:08:13.753592
1494,8 Katha beautiful Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,760",2,3,1,re,735000,image/1495.png,0,8 Katha beautiful Plot is now available for sale in Purbachal American City,56,2021-01-5 15:08:13.753592
1495,"In Purbachal American City, Rupganj, See This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,472",2,3,1,sh,7350000,image/1496.png,1,"In Purbachal American City, Rupganj, See This Plot For Sale.",59,2022-01-15 12:08:13.753592
1496,"In Rupganj, Purbachal American City, Check This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,472",3,3,0,re,640000,image/1497.png,0,"In Rupganj, Purbachal American City, Check This Plot For Sale.",26,2021-01-5 15:08:13.753592
1497,"In Purbachal American City, Rupganj, Visit This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,472",3,3,3,se,6400000,image/1498.png,1,"In Purbachal American City, Rupganj, Visit This Plot For Sale.",67,2021-01-5 15:08:13.753592
1498,8 Katha Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,760",3,3,2,sh,550000,image/1499.png,0,8 Katha Plot is now available for sale in Purbachal American City,15,2021-01-15 15:08:13.753592
1499,"In Purbachal American City, Kanchan, Grab This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","4,320",3,4,1,re,5500000,image/1500.png,1,"In Purbachal American City, Kanchan, Grab This Plot For Sale.",6,2021-21-15 15:08:13.753592
1500,Nice 8 Katha Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,760",3,4,0,se,930000,image/1501.png,1,Nice 8 Katha Plot is now available for sale in Purbachal American City,39,2021-01-5 15:08:13.753592
1501,"In Kanchan, Purbachal American City, Take This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","4,320",2,3,2,sh,9300000,image/1502.png,0,"In Kanchan, Purbachal American City, Take This Plot For Sale.",90,2022-01-15 12:08:13.753592
1502,"In Purbachal American City, Kanchan, See This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","4,320",3,3,0,se,39000,image/1503.png,0,"In Purbachal American City, Kanchan, See This Plot For Sale.",52,2022-01-15 12:08:13.753592
1503,Beautiful 8 Katha Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,760",3,3,2,re,390000,image/1504.png,1,Beautiful 8 Katha Plot is now available for sale in Purbachal American City,79,2021-01-15 15:08:13.753592
1504,"In Kanchan, Purbachal American City, Check This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","4,320",3,4,3,sh,900000,image/1505.png,1,"In Kanchan, Purbachal American City, Check This Plot For Sale.",74,2021-01-5 15:08:13.753592
1505,8 Katha very beautiful Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,760",2,3,1,sh,9000000,image/1506.png,0,8 Katha very beautiful Plot is now available for sale in Purbachal American City,12,2021-01-5 15:08:13.753592
1506,"In Purbachal American City, Kanchan, Visit This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","4,320",2,3,1,sh,11200,image/1507.png,0,"In Purbachal American City, Kanchan, Visit This Plot For Sale.",33,2021-01-5 15:08:13.753592
1507,"In Kanchan Pourashava, Purbachal American City, Grab This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","4,320",3,3,1,sh,112000,image/1508.png,1,"In Kanchan Pourashava, Purbachal American City, Grab This Plot For Sale.",36,2021-01-15 15:08:13.753592
1508,"In Kanchan Pourashava, Purbachal American City, Take This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","4,320",3,3,1,se,15500,image/1509.png,0,"In Kanchan Pourashava, Purbachal American City, Take This Plot For Sale.",48,2021-21-15 15:08:13.753592
1509,"In Purbachal American City, Kanchan Pourashava, See This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","4,320",3,3,1,sh,155000,image/1510.png,0,"In Purbachal American City, Kanchan Pourashava, See This Plot For Sale.",56,2021-01-5 15:08:13.753592
1510,"In Purbachal American City, Kanchan Pourashava, Check This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","4,320",2,3,2,se,715800,image/1511.png,0,"In Purbachal American City, Kanchan Pourashava, Check This Plot For Sale.",91,2022-01-15 12:08:13.753592
1511,"In Kanchan Pourashava, Purbachal American City, Visit This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","4,320",2,3,0,se,7158000,image/1512.png,1,"In Kanchan Pourashava, Purbachal American City, Visit This Plot For Sale.",38,2021-01-5 15:08:13.753592
1512,7.6 Katha nice Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,472",2,3,1,re,680000,image/1513.png,0,7.6 Katha nice Plot is now available for sale in Purbachal American City,89,2021-01-15 15:08:13.753592
1513,"In Purbachal American City, Grab This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","4,320",9,18,0,se,6800000,image/1514.png,0,"In Purbachal American City, Grab This Plot For Sale.",4,2021-01-5 15:08:13.753592
1514,"In Purbachal American City, Take This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","4,320",3,3,0,sh,950000,image/1515.png,0,"In Purbachal American City, Take This Plot For Sale.",34,2021-01-5 15:08:13.753592
1515,7.6 Katha Plot is available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,472",2,3,2,sh,9500000,image/1516.png,0,7.6 Katha Plot is available for sale in Purbachal American City,83,2021-01-5 15:08:13.753592
1516,"In Purbachal American City, See This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,880",3,3,3,se,12500,image/1517.png,0,"In Purbachal American City, See This Plot For Sale.",87,2022-01-15 12:08:13.753592
1517,7.6 Katha well-developed Plot is now available for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,472",3,3,0,se,125000,image/1518.png,1,7.6 Katha well-developed Plot is now available for sale in Purbachal American City,87,2021-01-5 15:08:13.753592
1518,"In Purbachal American City, Check This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","3,017",3,3,1,sh,480000,image/1519.png,1,"In Purbachal American City, Check This Plot For Sale.",77,2021-01-5 15:08:13.753592
1519,"In Purbachal American City, Visit This Plot For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,880",2,2,3,sh,4800000,image/1520.png,0,"In Purbachal American City, Visit This Plot For Sale.",90,2021-21-15 15:08:13.753592
1520,7.6 Katha Plot is for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","5,472",3,3,0,re,200000,image/1521.png,1,7.6 Katha Plot is for sale in Purbachal American City,29,2022-01-15 12:08:13.753592
1521,"In Purbachal American City, Rupganj, 4 Katha Plot Is Available For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,880",2,3,3,re,2000000,image/1522.png,1,"In Purbachal American City, Rupganj, 4 Katha Plot Is Available For Sale.",58,2021-01-5 15:08:13.753592
1522,"In Kanchan, Purbachal American City, 4 Katha Plot Is Available For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,880",5,5,1,re,200000,image/1523.png,0,"In Kanchan, Purbachal American City, 4 Katha Plot Is Available For Sale.",64,2021-01-5 15:08:13.753592
1523,"In Purbachal American City, Kanchan Pourashava, 4 Katha Plot Is Available For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,880",8,7,2,re,2000000,image/1524.png,1,"In Purbachal American City, Kanchan Pourashava, 4 Katha Plot Is Available For Sale.",58,2022-01-15 12:08:13.753592
1524,"In Purbachal American City, 4 Katha Plot Is Available For Sale.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,880",3,3,1,re,200000,image/1525.png,1,"In Purbachal American City, 4 Katha Plot Is Available For Sale.",32,2021-01-5 15:08:13.753592
1525,4 Katha Flat Is Avialable For Sale In Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,880",3,3,2,se,2000000,image/1526.png,0,4 Katha Flat Is Avialable For Sale In Purbachal American City,81,2021-01-5 15:08:13.753592
1526,We have a 4 katha nice plot which is ready for sale in Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,880",3,3,0,re,930000,image/1527.png,1,We have a 4 katha nice plot which is ready for sale in Purbachal American City,30,2021-01-5 15:08:13.753592
1527,Have A Look At This 4 Katha Plot Which Is Up For Sale Located At Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,880",3,3,0,re,9300000,image/1528.png,0,Have A Look At This 4 Katha Plot Which Is Up For Sale Located At Purbachal American City,21,2021-21-15 15:08:13.753592
1528,Take This 4 Katha Residential Plot Which Is Ready For Sale At Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,880",4,4,0,se,90000,image/1529.png,1,Take This 4 Katha Residential Plot Which Is Ready For Sale At Purbachal American City,9,2021-21-15 15:08:13.753592
1529,"Grab This Plot For Sale In Narayanganj, Purbachal American City.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,520",3,3,2,sh,900000,image/1530.png,0,"Grab This Plot For Sale In Narayanganj, Purbachal American City.",53,2021-01-15 15:08:13.753592
1530,"Check This Plot For Sale In Purbachal American City, Rupganj.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,520",10,10,1,re,20000,image/1531.png,1,"Check This Plot For Sale In Purbachal American City, Rupganj.",40,2021-01-5 15:08:13.753592
1531,"This Nice Plot Of 3.5 Katha, Is Available For Sale In Purbachal American City","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,520",3,3,2,sh,200000,image/1532.png,1,"This Nice Plot Of 3.5 Katha, Is Available For Sale In Purbachal American City",43,2021-01-5 15:08:13.753592
1532,"Take This Plot For Sale In Kanchan, Purbachal American City.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,520",3,3,0,se,670000,image/1533.png,1,"Take This Plot For Sale In Kanchan, Purbachal American City.",82,2021-01-5 15:08:13.753592
1533,"See This Plot For Sale In Purbachal American City, Kanchan Pourashava.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,520",4,4,3,sh,6700000,image/1534.png,1,"See This Plot For Sale In Purbachal American City, Kanchan Pourashava.",54,2021-21-15 15:08:13.753592
1534,Visit This Plot For Sale In Purbachal American City.,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,520",3,3,3,se,670000,image/1535.png,1,Visit This Plot For Sale In Purbachal American City.,6,2022-01-15 12:08:13.753592
1535,"3.5 Katha Plot Is Available For Sale In Purbachal American City, Narayanganj.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,520",3,3,2,re,6700000,image/1536.png,1,"3.5 Katha Plot Is Available For Sale In Purbachal American City, Narayanganj.",59,2022-01-15 12:08:13.753592
1536,"3 Katha Plot Is Available For Sale In Rupganj, Purbachal American City.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,160",3,3,0,se,400000,image/1537.png,1,"3 Katha Plot Is Available For Sale In Rupganj, Purbachal American City.",21,2021-01-5 15:08:13.753592
1537,"3 Katha Plot Is Available For Sale In Purbachal American City, Kanchan","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,160",3,4,3,re,4000000,image/1538.png,0,"3 Katha Plot Is Available For Sale In Purbachal American City, Kanchan",30,2021-01-5 15:08:13.753592
1538,"3 Katha Plot Is Available For Sale In Kanchan Pourashava, Purbachal American City.","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,160",2,2,2,sh,480000,image/1539.png,0,"3 Katha Plot Is Available For Sale In Kanchan Pourashava, Purbachal American City.",30,2021-01-15 15:08:13.753592
1539,"Grab This 3.5 Katha Plot, Which Is Ready For Sale At Rupganj, Purbachal American City","Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,520",2,2,1,se,4800000,image/1540.png,1,"Grab This 3.5 Katha Plot, Which Is Ready For Sale At Rupganj, Purbachal American City",89,2021-01-15 15:08:13.753592
1540,3.5 Katha Residential Plot Is Up For Sale In Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,520",2,2,2,re,870000,image/1541.png,0,3.5 Katha Residential Plot Is Up For Sale In Purbachal American City,97,2021-21-15 15:08:13.753592
